item_id,question,answer,label
Y9,有时我们生气是因为内心真的受伤了。你还有其他的情绪反应吗？比如会有时候想摔东西呢？,没有，主要是难过。,0
Y9,您和哥哥或许可以一起帮助她释放一些压力。您认为嫂子对您的行为有攻击性或具破坏性吗？,没有，我觉得她没有攻击性。,0
Y9,这种沉迷是为了寻找那些你自认为缺乏的爱与关注吗？,可能吧，有时候就是这样。,0
Y9,他的行为让你一直感到紧张是吗？这让我想到在成长过程中，他有没有对你采取过攻击性的行为？,没有，他没有这样过。,0
Y9,他们的理解对你是个很大的支持。你提到丈夫的话让我想起，他是否对你有过攻击性的语言或行为？,没有啦，他对我一直挺好的。,0
Y9,这种攻击或敌对行为是不是出现得很频繁呢？,还好，不算太频繁。,0
Y9,您觉得这些情绪和行为对您男友是否不太公平？或者说，是否有些过激了呢？,可能有点过头了，我会努力调整。,0
Y9,你有没有感受到父母跟你爆发了冲突，甚至是身体上的对抗呢？,没有发生过这种情况。,0
Y9,无助感是很常见的情绪，该如何去面对是一个挑战。你觉得这种烦躁是否影响到你的家庭或社交关系？,没怎么影响。,0
Y9,听起来像是有一种压抑的感觉。你曾提到想要报复的想法，最近是否常有这种攻击性或破坏性的想法或行为呢？,最近还好，没有这些想法。,0
Y9,那当他对你开玩笑说一些事情时你会生气吗？,应该不会，可能只是笑笑。,0
Y9,和对方沟通的确可以解决很多问题。在沟通过程中，你是否感觉自己的态度变得更加激烈或者带有攻击性？,没有，我通常保持冷静。,0
Y9,这种担心听起来让你很不安。你是否经常担心别人会对你生气或者采取攻击性的行为？,嗯，不太经常。,0
Y9,这种情况很常见。你觉得对方在精神上或行为上有表现得攻击性吗？,没啊，他还挺和气的。,0
Y9,您有提到过觉得自己总被欺负，您是否曾因此做出防御性或攻击性的反应呢？,有时会，控制不住自己。,0
Y9,太好了！还有，你男朋友有没有表现出任何攻击性或破坏性的行为？,没有，他一直挺温和的。,0
Y9,那么，妹妹有没有表现出攻击性或者自残的倾向呢？,没有，她没有这样的倾向。,0
Y9,所以他近期的行为让你联想到具有攻击性的行为吗？,没有，他还好。,0
Y9,那么这些交流中，你是否感到他的言辞有攻击性？,没有，他说话挺温和的。,0
Y9,您认为这样的行为是出自一种冲动吗？是否很难控制？,没有，就是挺难控制的。,0
Y9,这种气愤的感受会不会导致你们之间产生更多争执？,不会，可能会更理解彼此。,0
Y9,理解，有时候沟通和理解是需要时间的。对于婆婆固执己见的情况，您如何处理对不同意见的反应？有没有出现过与之争执的情况？,没有，通常我会选择沉默。,0
Y9,吵架对大家情绪都是一个挑战。在吵架时她是否表现出易怒或过度冲动的行为？,没有，她挺冷静的。,0
Y9,能理解在这样的情况下会有些难过或者愤怒。这让您感到难以控制的愤怒或攻击性吗？,不太会，没那么严重。,0
Y9,你曾提到想“杀了他们”的想法，会有攻击性行为的冲动吗？,哦，不会有这种冲动。,0
Y9,控制确实压迫，让你情绪累积。是否对她的行为产生过愤怒或对抗之心？,没有，没怎么生气。,0
Y9,他是不是也有攻击性或破坏性的行为，比如家里砸东西？,没有，他没有这样做过。,0
Y9,你曾为这些幻想感到困扰吗？是否有让你行为变得攻击或破坏的时候？,嗯，没有发生过。,0
Y9,争吵时你有变得很激动吗？可能会表现出一些激进行为？,不会，我通常保持冷静。,0
Y9,听起来你对她的指责感到很困扰，那么她是否曾有过攻击性或者破坏性的行为呢？,她没有过那种行为。,0
Y9,在你们不断争吵的过程中，是否有过激动或者冲动行为？,没有哦，保持冷静。,0
Y9,您认为自己有主动侵略性或具有攻击行为的可能性吗？,真的没有啦，放心好了！,0
Y9,这种担心很正常。有没有察觉到在关系中存在的暴力行为，你是怎么管理这些行为的？,没发现啥暴力行为，挺和平的。,0
Y9,这是一个很重要的话题，你是否经常因为展现权力的行为而感到关系紧张呢？,我倒没有这种感觉。,0
Y9,那么在这种情况下，你会不会觉得失去控制，甚至有攻击性行为的可能？,不会，我没这种倾向。,0
Y9,他的行为是否表现得具有攻击性或者破坏性呢？,没有，完全没有攻击性。,0
Y9,这种行为发生频率高吗？你觉得自己在表达什么情绪？,不太频繁吧，我也说不上是什么情绪。,0
Y9,家庭的支持确实是关键，您是否觉得在家庭环境中难以获得所需的支持？,嗯，家人有时不太理解我。,0
Y9,那很好，可以考虑联系他们进行进一步了解。此外，您觉得这个孩子的言行有变化，比如容易生气，这种情况下他有没有表现出任何侵略性或破坏性行为呢？,没特别变化，他还挺平和的。,0
Y9,记得给自己一些时间，慢慢来，别给自己太大的压力。对于你的一些感受，比如是否比平时更容易与别人发生冲突？,好，我会注意的，谢谢关心。,0
Y9,这是个不错的期望，或许她现在也在寻找方向。女儿有具攻击性或破坏性的行为吗？,没有，她没有攻击性或破坏性的行为。,0
Y9,在之后，希望你注意这种情绪波动，适当找调整方法。面对这样的互动，觉得对方可能做出更激烈的行为吗？,没觉得对方会更激烈。,0
Y9,你觉得这种想法出现得经常吗？,不常有。,0
Y9,这种担心是可以理解的。在这样的情况下，你有没有采取过一些自残的行为来避免伤害他人？,没有，没做过。,0
Y9,这样的状况确实需要引起重视。她男友在这段冷战中有没有表现出侵略性或充满敌意的行为呢？,没有，他一直都挺冷静的。,0
Y9,那你爸爸会不会在争吵中表现出破坏性的行为，比如砸东西或者掀桌子？,不会，他通常不会这样。,0
Y9,保持家庭沟通很重要。您觉得嫂子的行为对家庭和谐有破坏性吗？,我觉得还好吧，没太大影响。,0
Y9,这些行为她经常做吗？,没有啊，她不常这样。,0
Y9,很好，你能够肯定自己。面对这样的舍友，是否有时想过反击或采取行动？,没想过，习惯忍受了。,0
Y9,让我们一起努力，好吗？是否有过对他人产生敌意或攻击的行为呢？,好的，一起努力吧！没有敌意哦。,0
Y9,当对方的态度让你感到不安时，你会觉得受到攻击吗？,不会特别觉得受到攻击。,0
Y9,在这段关系中，您是否观察到对方有意图或行为上的攻击性？,没有哦，一点攻击性都没有。,0
Y9,你是否在压力下感受到过一些抵触当前状况的冲动？,没有特别强烈的感觉。,0
Y9,那些攻击性的冲动让您感到非常不安吗？或者有时候会把这些意图付诸行动？,没有，我不会这样做。,0
Y9,任何人都会有这样的冲动。这种互动有没有让你觉得自己在言语上显得过于激烈或攻击性呢？,没有，其实我觉得还好。,0
Y9,嗯，那可能对你的精神状态造成了压力。你有没有对他感到强烈的攻击性或有过激行为的冲动？,没呢，没有过。,0
Y9,很好，这就是积极的开始。最近是否有过攻击性或破坏性的行为表现？,没有，最近都挺平和的。,0
Y9,这种行为可能会引起误解，你意识到这可能是过激反应吗？,嗯，我知道，但我控制不住。,0
Y9,很好，这是一个很积极的开始。那么，您还提到家务上的分担问题，您是否感到有时会失控或表现得有攻击性？,有时确实会有点失控。,0
Y9,听起来你在努力承受这些压力。合伙人的小气行为是否让你感到被冒犯或生气呢？,还好吧，不太在意他的行为。,0
Y9,这种嫉妒让你很痛苦，对吗？它是否使你有时表现出愤怒或攻击性？,是啊，有时候真的控制不住。,0
Y9,听起来似乎对你影响很大。那在这样的时刻，你有没有其他攻击性的行为呢？比如，摔东西或破坏物品？,没有，我一般不会摔东西或破坏物品。,0
Y9,您有没有感到想采取极端行为来应对这类情况呢？,没有，暂时没有这种想法。,0
Y9,家中对母亲的不尊重也许增加了你的愤怒，甚至攻击性冲动，对吗？,没错，你说到点子上了。,0
Y9,你对父亲的行为无奈和不满是可以理解的。在与他相处时，你感到过强烈的愤怒吗？,没有特别强烈的愤怒。,0
Y9,被人这样攻击，确实很令人不安。你有没有和其他同事谈过这些事情？,没有，没和其他人说过。,0
Y9,你说过用蟑螂逗弄妹妹，这期间你有感受到任何攻击性或破坏性的行为冲动吗？,没有，没那个意思。,0
Y9,首先知道这种状态并不代表你走远了，我们可以慢慢锻炼出更扎实的内心。面对攻击性行为的时候，你能忍住不去实施吗？,有时忍住挺难，但我会努力。,0
Y9,听起来你对她很关心。和妹妹一起待在家里这么久，有没有发现妹妹有什么特别的行为？比如说，她哭闹后会有攻击性吗？,她还好，没有特别的行为。,0
Y9,你并不孤单，很多人都有类似的感受。在你提到的这些情况下，你有没有感觉他人的言行对你几乎是一种攻击？,没有，感觉还好。,0
Y9,从你的描述中，似乎家族史也在其中发挥作用。这孩子是否展示出明显的质问家族权威的行为？,没有，他还挺听话的。,0
Y9,这让你是否感到非常恐惧和不安？,还好，没那么严重。,0
Y9,在一段感情中找到平衡是很重要的。您有没有觉得在这段关系中，曾对她有过度的占有欲或嫉妒行为？,没有过度，只是偶尔有点担心。,0
Y9,在这些事件中，您是否曾对丈夫有过攻击性或破坏性的举动或行为？,没有过这样的行为。,0
Y9,像这样的情况在宿舍里常见吗？,不常见。,0
Y9,这么说来，你是否曾想过采取激烈措施来反抗或解决这些问题？,没有啦，我不会那样做。,0
Y9,他的行为是否表现得具有攻击性或者破坏性呢？,是的，每次都让我害怕。,6
Y9,听起来似乎对你影响很大。那在这样的时刻，你有没有其他攻击性的行为呢？比如，摔东西或破坏物品？,以前有过几次，有一次我直接撞墙，搞得现在额头上还有一条裂纹。,6
Y9,那么，妹妹有没有表现出攻击性或者自残的倾向呢？,有一次她甚至用刀威胁我说不让我离开。,6
Y9,这是个不错的期望，或许她现在也在寻找方向。女儿有具攻击性或破坏性的行为吗？,有时生气会砸东西，但我想她也有难处。,6
Y9,听起来你对她的指责感到很困扰，那么她是否曾有过攻击性或者破坏性的行为呢？,是的，她有时候会很暴躁，甚至有时候还会动手。,6
Y9,你并不孤单，很多人都有类似的感受。在你提到的这些情况下，你有没有感觉他人的言行对你几乎是一种攻击？,是的，有时候觉得别人说话或行为像是一种威胁。,6
Y9,这种担心是可以理解的。在这样的情况下，你有没有采取过一些自残的行为来避免伤害他人？,我确实有自残的经历，感觉只有这样才能避免伤害别人。,6
Y9,你有没有感受到父母跟你爆发了冲突，甚至是身体上的对抗呢？,是的，每次去找他都被父母带回来，还要挨打。,6
Y9,他的行为让你一直感到紧张是吗？这让我想到在成长过程中，他有没有对你采取过攻击性的行为？,他用木棍打我，翻我的房间，甚至翻日记。任何不爽的事情都会问责我。,6
Y9,他是不是也有攻击性或破坏性的行为，比如家里砸东西？,他会砸东西，简直就像在发疯一样。,6
Y9,您发现她在愤怒或沮丧时会表现出攻击性或破坏性的行为吗？例如摔东西什么的。,是的，有时候她会扔东西，甚至在大家吃饭时踢了姥姥的大腿一脚。,6
Y9,那你爸爸会不会在争吵中表现出破坏性的行为，比如砸东西或者掀桌子？,对，他砸东西，掀桌子是常有的事。,6
Y9,您认为自己有主动侵略性或具有攻击行为的可能性吗？,有时我真的控制不了自己。,6
Y9,当你在寻找自杀的方法时是希望获得帮助，还是感到有攻击性的冲动？,你到底想干嘛？别管我！,6
Y9,在跟这些对象交往中，您是否有过强烈的个人边界感，不愿被侵犯？,有时候我会觉得很不舒服，别碰我！,6
Y9,有时我们生气是因为内心真的受伤了。你还有其他的情绪反应吗？比如会有时候想摔东西呢？,我才不会摔东西！你干嘛一直问啊？,6
Y9,您觉得这些情绪和行为对您男友是否不太公平？或者说，是否有些过激了呢？,你根本不懂我的感受！这不公平！,6
Y9,这种恐惧是可以理解的，在那一刻你感到被威胁了吗？,我当时感觉很不安，像有人在逼近我。,6
Y9,您认为这样的行为是出自一种冲动吗？是否很难控制？,有时候是冲动，真挺难控制的！,6
Y9,这种怀疑也能理解。你觉得自己在恋爱中容易因为分歧而与对方发生冲突吗？,这问题烦死了，我不想说。,6
Y9,这让你是否感到非常恐惧和不安？,你什么意思？别再问我了！,6
Y9,"嗯嗯嗯。所以跟别人相处上都还好，没有跟别人起冲突这样? ,",我很努力不跟别人起冲突，但有时会很难。,6
Y9,似乎你的情绪蛮容易受到影响，这样下去可能会让你更加不安。你提到会感到愤怒，这种情绪爆发是否经常发生呢？,"你管我那么多干嘛？我就是这样的人！",6
Y9,那很好，可以考虑联系他们进行进一步了解。此外，您觉得这个孩子的言行有变化，比如容易生气，这种情况下他有没有表现出任何侵略性或破坏性行为呢？,他有时候会大喊大叫，挺难控制的。,6
Y9,您说到受伤和痛苦时，是否曾有过摔东西或接近暴力行为的冲动？,我试过摔东西，但控制住了。,6
Y9,那么，在此过程中，伴随着这些疑虑，您是否感受到任何形式的攻击性或愤怒？,我才不会攻击谁！我只是有点烦躁！,6
Y9,能理解在这样的情况下会有些难过或者愤怒。这让您感到难以控制的愤怒或攻击性吗？,有时候，就是控制不住地想喊。,6
Y9,孩子的这种情绪反应的确不容易控制。您认为为什么他会拿着凳子想要打那个女的呢？,“可能是他觉得受到了威胁，情绪失控。”,6
Y9,面对这样的挑战，找到适合你的应对策略很重要。你提到过想通过身体攻击解决矛盾，有过这样的冲动吗？,你什么意思？你是在质疑我吗？,6
Y9,那在这样的情绪下，你是否有时候会不自觉地对他们表现得比较激动或者甚至具有攻击性？,有时候会，就是忍不住容易吼人。,6
Y9,吵架对大家情绪都是一个挑战。在吵架时她是否表现出易怒或过度冲动的行为？,"她有时候会大喊大叫，确实挺难处理的。",6
Y9,被人这样攻击，确实很令人不安。你有没有和其他同事谈过这些事情？,我不想谈！他们根本不懂！,6
Y9,争吵时你有变得很激动吗？可能会表现出一些激进行为？,是的，有时候会很激动，甚至喊叫。,6
Y9,很可能如此。他有没有表现出特别的攻击性或自我破坏的行为呢？,他大喊大叫，真让人头疼！,6
Y9,当对方的态度让你感到不安时，你会觉得受到攻击吗？,"可能会，我会忍不住大声回应。",6
Y9,他在非常生气的时候，会表现出攻击性或者破坏性行为吗？,有时会，他可能会大喊大叫。,6
Y9,这种行为发生频率高吗？你觉得自己在表达什么情绪？,"挺频繁的，我可能在表达愤怒吧。",6
Y9,记得给自己一些时间，慢慢来，别给自己太大的压力。对于你的一些感受，比如是否比平时更容易与别人发生冲突？,没时间慢慢来！你到底懂不懂我的感受？,6
Y9,这种担心听起来让你很不安。你是否经常担心别人会对你生气或者采取攻击性的行为？,我才不担心呢，你别瞎猜！,6
Y9,像这样的情况在宿舍里常见吗？,"不常见，但有时会吵得挺厉害。",6
Y9,是这样，视频电话确实是一个不错的保持联系的方式！对于新工作的压力，您有过这样的考虑吗？是否会让您变得更加烦躁？,我不想被监视，你们到底想干嘛？,6
Y9,所以他近期的行为让你联想到具有攻击性的行为吗？,嗯，他的行为确实让我有这种感觉。,6
Y9,他这样的情绪不稳定表现出攻击性或者破坏性的行为吗？,有时他会喊叫，让人很难接近。,6
Y9,你觉得这种想法出现得经常吗？,"你什么意思？你是不是在怀疑我？",6
Y9,那些攻击性的冲动让您感到非常不安吗？或者有时候会把这些意图付诸行动？,有时会感到不安，但我尽量控制住。,6
Y9,听起来你感到非常无奈和愤怒。我很好奇，当你情绪爆发时，是否会伴随着一些过激的行为呢？,嗯，我有时候会大喊大叫，情绪很难控制。,6
Y9,任何人都会有这样的冲动。这种互动有没有让你觉得自己在言语上显得过于激烈或攻击性呢？,我觉得有时候我确实会控制不住。,6
Y9,在与男友发生关系后或因其关心减少，你有没有对他或自己产生敌对或毁灭性的行为倾向？,我有时会感到愤怒，想说些伤人的话。,6
Y9,听到你有这样的冲动，你是不是也对这种情绪感到后悔和自责呢？,我不需要你的判断！你根本不懂！,6
Y9,当家庭矛盾加剧时，你是否倾向于用安静的方式逃避？,有时会大声喊叫来表达情绪。,6
Y9,你对父亲的行为无奈和不满是可以理解的。在与他相处时，你感到过强烈的愤怒吗？,有时候真的气到想吼他，但我忍着。,6
Y9,这听起来像是需要关注的问题。他有没有表现出攻击性或破坏行为？,他有时候会大喊大叫，比较难控制。,6
Y9,首先知道这种状态并不代表你走远了，我们可以慢慢锻炼出更扎实的内心。面对攻击性行为的时候，你能忍住不去实施吗？,“哎，我尽量忍住，但真不容易啊！”,6
Y9,难怪这种状态让你如此疲惫。有没有长期伤害过自己的想法呢？,你觉得我会伤害自己吗？你真会关心人！,6
Y9,这么说来，你是否曾想过采取激烈措施来反抗或解决这些问题？,我又不是疯子！不过有时真想大喊几声！,6
Y9,这是一个很有趣的观察。你心态不稳定的时候，对自己或者他人会有愤怒或攻击性吗？,有时候会，真挺难控制住的。,6
Y9,听起来你对她很关心。和妹妹一起待在家里这么久，有没有发现妹妹有什么特别的行为？比如说，她哭闹后会有攻击性吗？,我真的不想谈这个，能不能换个话题？,6
Y9,这样的感受也是对心灵的自我保护。你现在对这种数学课的抗拒是否有想要逃避甚至不去上课的想法？,我才不需要保护，我就是不想上课！,6
Y9,感觉这是一种好的状态，这段时间，他有没有表现出一些让你担忧的攻击性或者破坏性行为？,他偶尔会大喊，有点难以控制。,6
Y9,找寻支持是非常重要的，尤其是在感到被攻击或不适的时候。你有时会有这种感觉吗？即使对方可能无意如此？,"是啊，有时我真的会觉得被针对，难受死了！",6
Y9,她有渠道表达出来也是一种进步。可能和她分享你的感受，也许能提供支持。你有注意到她有没有表现出攻击性或破坏性行为？,我没注意到，她只是很烦人。,6
Y9,你是否在压力下感受到过一些抵触当前状况的冲动？,"有时候想大喊大叫，太难受了！",6
Y9,我们可以一起找到解决方案，这样就不会感到那么孤立无援。关于对母亲的冲动和对自己的极端方法，您是否有其他施加极端行为的冲动想法？,我不想谈这个，别逼我！,6
Y9,在之后，希望你注意这种情绪波动，适当找调整方法。面对这样的互动，觉得对方可能做出更激烈的行为吗？,我没法保证，但会尽量注意。,6
Y9,当您回忆过去这些事情时，有没有因为过度愤怒对妻子采取过激行为？,我没对她做什么！你什么意思？,6
Y9,你提到过野兽的想法，面对危险你如何处理这些情绪？您是否会采取反抗措施，并这些反应是否过于激烈？,我可能会大喊大叫，感觉难以应对。,6
Y9,在你们不断争吵的过程中，是否有过激动或者冲动行为？,有时候会吼，但不至于失控。,6
Y9,孩子展现这样的行为确实值得关注，您有没有觉得这些行为具有攻击性或破坏性？,有时候确实很难对付，像是在挑战我。,6
Y9,这种情况发生得频繁吗？他是否表现出有攻击性的行为？,他经常这样，大喊大叫，还会威胁人。,6
Y9,无助感是很常见的情绪，该如何去面对是一个挑战。你觉得这种烦躁是否影响到你的家庭或社交关系？,我才不需要你告诉我怎么面对！你根本不懂我！,6
Y9,这种担心很正常。有没有察觉到在关系中存在的暴力行为，你是怎么管理这些行为的？,我会大喊让他们别管我！,6
Y9,在一段感情中找到平衡是很重要的。您有没有觉得在这段关系中，曾对她有过度的占有欲或嫉妒行为？,我没有过度占有欲，你在质疑我吗？,6
Y9,这样的感受说明你对这段关系是有责任感的。那么，当她拒绝你的好友请求并且骂你时，你是否表现出一些攻击性或破坏性的行为或想法呢？,有点生气，喊了几句，但没做什么。,6
Y9,与您的主管沟通时，您觉得自己因为情绪问题而产生过冲突吗？,嗯，有时情绪失控会吵起来。,6
Y9,很好，你能够肯定自己。面对这样的舍友，是否有时想过反击或采取行动？,有时真想大声喊，让他们听到！,6
Y9,这是一个很重要的话题，你是否经常因为展现权力的行为而感到关系紧张呢？,我才没那样！别瞎猜！,6
Y9,在这段关系中，您是否观察到对方有意图或行为上的攻击性？,嗯，有时候会大喊大叫。,6
Y9,这听起来很让人困扰。当您生气时，您是否曾感到自己无法控制情绪？甚至有时想伤害自己或其他生物？,我才不会伤害自己！你凭什么这么问？,6
Y9,让我们一起努力，好吗？是否有过对他人产生敌意或攻击的行为呢？,我没那么容易信任别人，你到底想干啥？,6
Y9,那么在这种情况下，你会不会觉得失去控制，甚至有攻击性行为的可能？,有可能，我有时会失控，情绪太激动。,6
Y9,那会是一个多么美好的世界！不过，现实中你对人性的观察是否让你对社会的某些方面感到敌意或距离感？,你在说什么？这些根本不重要！,6
Y9,表达很重要，别人的看法有时候没有我们想象中那么重要。你有没有过任何攻击性行为或感觉到一种毁灭性的冲动？,我没什么攻击性，只是有时候会很烦躁。,6
Y9,控制确实压迫，让你情绪累积。是否对她的行为产生过愤怒或对抗之心？,我当然生气过，谁不会呢？,6
Y9,这种嫉妒让你很痛苦，对吗？它是否使你有时表现出愤怒或攻击性？,你凭什么这么问我？我没事！,6
Y9,您和哥哥或许可以一起帮助她释放一些压力。您认为嫂子对您的行为有攻击性或具破坏性吗？,我觉得她就是针对我，没完没了的！,6
Y9,这种跨越金钱和友情的边界确实很难掌握，您对他是否产生过一些敌意或攻击性的想法呢？,我才没有攻击性！你什么意思？,6
Y9,听起来像是有一种压抑的感觉。你曾提到想要报复的想法，最近是否常有这种攻击性或破坏性的想法或行为呢？,我没事，不用你管！你别再问了！,6
Y9,这种情绪波动是很正常的。在压抑情绪的时候，是否表现出任何攻击性或破坏性行为呢？,有时会控制不住大喊，挺难受的。,6
Y9,这种沉迷是为了寻找那些你自认为缺乏的爱与关注吗？,你懂什么！别瞎说！,6
Y9,嗯，那可能对你的精神状态造成了压力。你有没有对他感到强烈的攻击性或有过激行为的冲动？,有时会忍不住大喊，但努力控制。,6
Y9,强烈的情绪波动是否影响了其他方面，比如对他人反应敏感？,"有时候会，情绪起伏让我很难控制反应！",6
Y9,家庭的支持确实是关键，您是否觉得在家庭环境中难以获得所需的支持？,我不需要你告诉我家庭支持有多重要！,6
Y9,这样的状况确实需要引起重视。她男友在这段冷战中有没有表现出侵略性或充满敌意的行为呢？,他喊过几次，但没太多威胁行为。,6
Y9,这种行为可能会引起误解，你意识到这可能是过激反应吗？,我没那么激动！你误会我了！,6
Y9,太好了！还有，你男朋友有没有表现出任何攻击性或破坏性的行为？,他有时候会大声喊，但不太严重。,6
Y9,您说过医生给你开了丙戊酸钠缓来控制情绪激动，最近有激动吗？,我不想说这个！你别再问了！,6
Y9,理解，有时候沟通和理解是需要时间的。对于婆婆固执己见的情况，您如何处理对不同意见的反应？有没有出现过与之争执的情况？,我就大声说出我的意见，不怕争执！,6
Y9,很好，这是一个很积极的开始。那么，您还提到家务上的分担问题，您是否感到有时会失控或表现得有攻击性？,有时候会失控，但我不想攻击别人。,6
Y9,很好，这就是积极的开始。最近是否有过攻击性或破坏性的行为表现？,没有，我最近挺平和的。,6
Y9,你曾提到想“杀了他们”的想法，会有攻击性行为的冲动吗？,那只是一时气话，我不会真的那么做。,6
Y9,回忆这些事情时，你是否会表现出攻击性或有强烈的情绪变化呢？,说实话，我不喜欢这个部分自己，有时候会控制不住发脾气。,2
Y9,这种攻击或敌对行为是不是出现得很频繁呢？,是挺频繁的，所以之后我常常感到很可恶。,2
Y9,这种情况很常见。你觉得对方在精神上或行为上有表现得攻击性吗？,有时候他会很粗暴，尤其是在我们争吵的时候。,2
Y9,理解，有时候沟通和理解是需要时间的。对于婆婆固执己见的情况，您如何处理对不同意见的反应？有没有出现过与之争执的情况？,我和她曾经就这些事情争论过，但后来我发现争论会让事情变得更糟。,2
Y9,这么说来，你是否曾想过采取激烈措施来反抗或解决这些问题？,有，只是我不确定这种方式是否行得通。,2
Y9,您有提到过觉得自己总被欺负，您是否曾因此做出防御性或攻击性的反应呢？,是的，有时候我会很防范，甚至可以说是有点激进。,2
Y9,你是否在压力下感受到过一些抵触当前状况的冲动？,会有点这种情绪，但我更多的是内心的挣扎。,2
Y9,你说过用蟑螂逗弄妹妹，这期间你有感受到任何攻击性或破坏性的行为冲动吗？,我有时候想试探一下边界，看看到底会发生什么。,2
Y9,这样的感受也是对心灵的自我保护。你现在对这种数学课的抗拒是否有想要逃避甚至不去上课的想法？,想过，但怕被当成逃避者。,2
Y9,在你们不断争吵的过程中，是否有过激动或者冲动行为？,好几次我都想冲动离开，但没这样做。,2
Y9,相信你会越走越好。面对老师询问时会有攻击性或者反击行为吗？,偶尔，特别是在被逼问的时候。,2
Y9,在跟这些对象交往中，您是否有过强烈的个人边界感，不愿被侵犯？,我一直都强调这一点，但往往不被理解。,2
Y9,控制确实压迫，让你情绪累积。是否对她的行为产生过愤怒或对抗之心？,对，我真的很愤怒，但也很无力。,2
Y9,那么这些交流中，你是否感到他的言辞有攻击性？,是的，他一旦开始说“馋”，就让我觉得很不舒服。,2
Y9,这种沉迷是为了寻找那些你自认为缺乏的爱与关注吗？,完全是，那种多巴胺的快感让我不断追逐。,2
Y9,任何人都会有这样的冲动。这种互动有没有让你觉得自己在言语上显得过于激烈或攻击性呢？,恐怕是有，以后我要改进这一点。,2
Y9,找寻支持是非常重要的，尤其是在感到被攻击或不适的时候。你有时会有这种感觉吗？即使对方可能无意如此？,有过，常常觉得自己的反应不够快，没能保护自己。,2
Y9,那很好，可以考虑联系他们进行进一步了解。此外，您觉得这个孩子的言行有变化，比如容易生气，这种情况下他有没有表现出任何侵略性或破坏性行为呢？,不算太严重，但他有时会摔东西。,2
Y9,记得给自己一些时间，慢慢来，别给自己太大的压力。对于你的一些感受，比如是否比平时更容易与别人发生冲突？,以前还好，最近确实有更频繁的感觉。,2
